FLAG_TSUNAMI	YEAR	MONTH	DAY	EQ_PRIMARY	LATITUDE	LONGITUDE
	1918	7	8	7.6	24.5	91
	1919	5	3	7.6	40.5	145.5
	1921	12	18	7.6	-2.5	-71
	1922	1	16	7.6	2.5	-71
	1922	1	17	7.6	-2.5	-71
	1922	1	31	7.6	41	-125.5
Tsu	1922	9	1	7.6	24.5	122
	1924	6	30	7.6	44.737	147.416
	1925	3	22	7.6	-18.5	168.5
	1928	10	9	7.6	16	-97
	1931	1	27	7.6	25.6	96.8
	1932	5	21	7.6	12	-87.5
Tsu	1933	2	23	7.6	-20	-71
	1935	9	11	7.6	43	146.5
	1935	12	15	7.6	-9.8	161
	1937	2	21	7.6	44.5	149.4
Tsu	1938	6	10	7.6	25.208	125.115
Tsu	1938	11	5	7.6	37.2	141.7
Tsu	1941	6	26	7.6	12.5	92.5
	1943	6	9	7.6	-1	101
	1943	9	14	7.6	-30	-177
	1943	11	6	7.6	-6	134.5
	1943	11	28	7.6	54.9	156.8
	1947	8	5	7.6	25.5	63
Tsu	1950	10	8	7.6	-3.8	128.3
	1956	6	9	7.6	35.1	67.5
	1957	9	24	7.6	5.5	127.5
	1961	2	4	7.6	24.9	93.34
Tsu	1965	1	24	7.6	-2.4	126.1
Tsu	1965	3	30	7.6	50.32	177.93
Tsu	1965	8	11	7.6	-15.8	167.2
	1968	2	28	7.6	37.7	-29.4
Tsu	1968	8	10	7.6	1.4	126.2
	1969	1	19	7.6	45	143.2
	1970	6	11	7.6	-59.1	157.8
Tsu	1979	3	14	7.6	17.813	-101.276
Tsu	1981	5	25	7.6	-48.786	164.357
	1985	11	28	7.6	-13.987	166.185
	1985	12	21	7.6	-13.966	166.516
Tsu	1988	8	10	7.6	-10.258	160.896
	1990	3	3	7.6	-22.122	175.163
	1990	4	18	7.6	1.186	122.857
Tsu	1991	12	22	7.6	45.533	151.021
	1994	3	9	7.6	-18.039	-178.413
	2000	3	28	7.6	22.338	143.73
Tsu	2000	5	4	7.6	-1.105	123.573
	2001	7	7	7.6	-17.543	-72.077
Tsu	2002	9	8	7.6	-3.302	142.945
Tsu	2002	10	10	7.6	-1.757	134.297
	2003	7	15	7.6	-2.598	68.382
	2003	8	4	7.6	-60.532	-43.411
	2006	1	27	7.6	-5.473	128.131
	2006	4	20	7.6	60.949	167.089
Tsu	2009	1	3	7.6	-0.414	132.885
Tsu	2009	3	19	7.6	-23.046	-174.659
Tsu	2009	10	7	7.6	-13.006	166.51
	2011	3	11	7.6	38.058	144.59
Tsu	2011	7	6	7.6	-29.539	-176.34
Tsu	2012	8	31	7.6	10.811	126.638
Tsu	2012	9	5	7.6	10.085	-85.315
Tsu	2014	4	3	7.6	-20.4	-70.135
Tsu	2014	4	12	7.6	-11.315	162.211
	2015	11	24	7.6	-10.047	-71.023
	2015	11	24	7.6	-10.548	-70.904
Tsu	2016	12	25	7.6	-43.416	-73.88
Tsu	115	12	13	7.5	36.1	36.1
Tsu	1893	6	14	7.5	40.2	19.7
	1912	5	6	7.5	64	-20
	1915	1	13	7.5	42	13.5
	1976	7	27	7.5	39.57	117.98
	180	9		7.5	39.4	99.5
	512	5	21	7.5	39.4	113.3
	1482			7.5	39.9	40.4
	1605	7	13	7.5	19.9	110.5
Tsu	1615	9	16	7.5	-18.5	-70.35
	1653	2	23	7.5	38.2	28.2
Tsu	1681	3	10	7.5	-18.5	-70.35
	1709	10	14	7.5	37.4	105.3
	1718	6	19	7.5	35	105.2
	1733	8	2	7.5	26.2	103.1
	1790	12	2	7.5	54	162
	1829	3	7	7.5	51.4	104.1
	1830	6	12	7.5	36.4	114.2
Tsu	1849	10	28	7.5	55	166
	1850	9	12	7.5	27.8	102.3
	1858	1	22	7.5	55	166
Tsu	1861	12	26	7.5	38.2	22.2
	1862	1	12	7.5	52.3	106.7
Tsu	1867	11	18	7.5	18.1	-65.1
	1869	12	1	7.5	37	28
	1875	5	18	7.5	7.9	-72.5
Tsu	1886	8	27	7.5	37.1	21.5
	1895	5	14	7.5	39.5	20.5
	1904	4	4	7.5	41.8	23.2
	1933	8	25	7.5	31.9	103.4
Tsu	1935	5	30	7.5	29.5	66.8
	1937	1	7	7.5	35.5	97.6
	1967	1	5	7.5	48.1	102.8
	1716			7.5	41.2	80.3
Tsu	1737	12	17	7.5	50	157
Tsu	1766	10	21	7.5	10.47	-64.17
	1786	6	1	7.5	29.8	102.1
	1816	7	22	7.5	15.5	-91.5
Tsu	1849	1	25	7.5	14	143.3
Tsu	1852	9	16	7.5	14	120.5
Tsu	1880	7	18	7.5	16	121.85
	1894	10	27	7.5	-32	-68.5
	1933	6	24	7.5	-5.5	104.8
Tsu	1940	8	1	7.5	44.2	139.5
	1955	4	14	7.5	30	101.8
Tsu	1973	3	17	7.5	13.4	122.8
Tsu	1976	2	4	7.5	15.324	-89.101
	1992	8	19	7.5	42.142	73.575
	818	5	15	7.5	36.8	66.2
Tsu	1687	7	12	7.5	-32.8	-70.7
Tsu	1806	12	1	7.5	-12.1	-77.1
Tsu	1812	12	21	7.5	34.2	-119.9
Tsu	1849	11	17	7.5	-29.95	-71.37
Tsu	1869	8	24	7.5	-19.6	-70.23
	1888	1	10	7.5	10.3	-61.1
Tsu	1892	5	16	7.5	14	143.3
	1914	8	4	7.5	43.5	91.5
Tsu	1937	8	20	7.5	14.5	121.5
	1949	3	4	7.5	36	70.5
	1974	10	8	7.5	17.3	-62
	1978	12	6	7.5	44.592	146.581
	1999	9	30	7.5	16.059	-96.931
Tsu	2003	1	22	7.5	18.77	-104.104
Tsu	1715	8	23	7.5	-17.3	-70.8
	1918	2	7	7.5	6.5	126.5
Tsu	1921	11	11	7.5	8	127
	1943	2	22	7.5	16.7	-101.5
Tsu	1968	4	1	7.5	32.3	132.5
	1968	8	2	7.5	16.5	-97.8
	1973	12	28	7.5	-14.46	166.6
Tsu	1979	2	28	7.5	60.691	-141.671
	1985	8	23	7.5	39.431	75.224
Tsu	1884	11	5	7.5	7.5	-79
	1896	9	23	7.5	37	71
Tsu	1972	1	25	7.5	22.5	122.3
Tsu	1978	3	23	7.5	44.932	148.439
	1981	10	16	7.5	-33.134	-73.074
	1984	2	7	7.5	-10.012	160.469
	1985	4	9	7.5	-34.131	-71.618
	1989	12	15	7.5	8.337	126.729
	1991	6	20	7.5	1.196	122.787
Tsu	2010	6	12	7.5	7.881	91.936
	1912	11	7	7.5	57.5	-155
Tsu	1950	12	14	7.5	16.48	-98.22
	1957	3	22	7.5	55	-165.2
Tsu	1964	6	16	7.5	38.65	139.2
	1979	10	12	7.5	-46.675	165.707
	1979	11	27	7.5	33.962	59.726
Tsu	1990	4	5	7.5	15.125	147.596
Tsu	1996	2	21	7.5	-9.593	-79.587
Tsu	1026	6	16	7.5	34.8	131.8
Tsu	1257	10	9	7.5	39	144
Tsu	1498	9	20	7.5	33.5	135.2
Tsu	1616	12	6	7.5	39	144.5
	1645	2	19	7.5	-1.7	-78.6
	1688	7	12	7.5	38.4	26.9
Tsu	1742	11	18	7.5	50.5	157
Tsu	1757	8	24	7.5	-6	107
Tsu	1768	6	22	7.5	-4.85	152.8
Tsu	1780	6	29	7.5	45.3	151.2
	1806	3	25	7.5	18.9	-103.8
	1818	3	31	7.5	19.1	-103.6
Tsu	1820	12	29	7.5	-7	119
	1833	5	30	7.5	29.4	80.1
Tsu	1836	7	3	7.5	-22.6	-70.3
Tsu	1836	11	28	7.5	-8.3	118.7
	1837	11	22	7.5	20	-105
Tsu	1843	7	8	7.5	-39.9	175
	1846	12	10	7.5	26	93
	1847	6	21	7.5	46	152
Tsu	1856	8	4	7.5	16	-88
Tsu	1863	8	17	7.5	-19	168.5
	1868	6	30	7.5	24.5	91.5
	1870	9	30	7.5	38.5	22.5
Tsu	1871	3	25	7.5	-35	-72.5
	1875	2	11	7.5	20.7	-103.4
Tsu	1878	1	10	7.5	-19	168.5
Tsu	1882	10	10	7.5	-4.5	129.9
Tsu	1888	6	13	7.5	38.5	119
	1894	6	20	7.5	35.7	139.9
	1900	6	21	7.5	10	-85.5
	1901	4	5	7.5	45	148
Tsu	1902	4	19	7.5	14	-91
Tsu	1904	8	8	7.5	-40.5	177
	1905	3	18	7.5	-27.5	-173
	1905	5	18	7.5	-4	149
	1905	9	1	7.5	45	143
Tsu	1905	10	21	7.5	42	42
	1906	4	10	7.5	19	-113.8
Tsu	1908	2	6	7.5	-2	100
	1908	3	5	7.5	9	126
	1908	3	27	7.5	17	-101
	1908	5	5	7.5	3	123
	1908	12	12	7.5	26.5	97
Tsu	1909	3	13	7.5	34.5	141.5
	1910	1	1	7.5	17	-85
	1910	5	22	7.5	42	145
	1910	6	1	7.5	-20	169
	1910	12	16	7.5	4.5	126
	1912	9	29	7.5	7	138
	1912	12	7	7.5	-29	-62.5
	1913	1	19	7.5	46	152
	1913	5	30	7.5	-5	154
	1913	11	10	7.5	-18	169
	1914	3	30	7.5	16.8	-92.2
	1916	2	27	7.5	11	-86
	1916	4	18	7.5	53.3	-170
	1916	6	21	7.5	-28.5	-63
	1916	8	3	7.5	-4	144.5
	1916	8	25	7.5	-21	-68
	1917	7	31	7.5	42.5	131
Tsu	1917	11	16	7.5	-29	-177.5
	1918	7	3	7.5	-3.5	142.5
	1921	2	4	7.5	15	-91
Tsu	1921	9	11	7.5	-11	111
Tsu	1922	1	19	7.5	-7	143
	1922	10	24	7.5	47	151.8
	1922	12	6	7.5	36.5	70.5
	1923	10	7	7.5	-1.75	128.75
	1924	7	24	7.5	-49.5	159
	1925	10	13	7.5	11	-42
	1926	4	12	7.5	-10	161
	1926	6	29	7.5	27	127
Tsu	1927	12	28	7.5	55.663	160.039
	1928	3	16	7.5	-22	170.5
Tsu	1929	6	16	7.5	-41.75	172.25
	1929	10	19	7.5	-23	-69
	1930	5	6	7.5	38.1	44.7
Tsu	1931	11	2	7.5	32	131.5
	1932	11	2	7.5	-32	-131.5
	1934	3	5	7.5	-40.5	175.5
	1937	12	23	7.5	16.7	-98.5
Tsu	1938	5	12	7.5	-6	147.8
Tsu	1938	11	6	7.5	37.5	142.2
	1943	9	14	7.5	-22	171
	1944	3	22	7.5	-8.5	123.5
	1944	5	25	7.5	-2.5	152.8
	1944	10	5	7.5	-22.5	172
	1944	11	24	7.5	-19	169
Tsu	1946	8	8	7.5	19.5	-69.5
	1946	9	12	7.5	23.9	96.2
	1946	11	4	7.5	39.3	55.4
	1948	5	14	7.5	54.5	-161
	1949	8	6	7.5	-18.5	-174.5
Tsu	1949	10	19	7.5	-5.5	154
Tsu	1950	10	23	7.5	14.31	-91.917
	1951	11	18	7.5	31.1	91.4
	1951	11	24	7.5	22.9	121.5
	1952	2	26	7.5	-14.1	-69.9
	1953	3	18	7.5	40	27.5
	1953	7	2	7.5	-19	169
	1953	11	4	7.5	-13.189	166.516
	1954	4	29	7.5	29.5	-29.5
	1956	5	23	7.5	-15	-179
	1956	7	18	7.5	-5.5	130
	1957	4	14	7.5	-15.5	-173
	1957	4	16	7.5	-4.6	107.1
	1957	9	28	7.5	-20.4	-178.5
	1958	3	11	7.5	25	125
	1958	7	26	7.5	-13.5	-69
	1959	4	26	7.5	24.78	122.7
	1959	6	14	7.5	-20.369	-68
Tsu	1960	3	20	7.5	39.8	143.4
	1961	3	7	7.5	-28.3	-175.7
	1961	8	31	7.5	-10.5	-70.7
	1961	9	1	7.5	-59.5	-27.3
	1963	9	15	7.5	-10.472	165.77
	1963	9	17	7.5	-10.286	165.413
Tsu	1963	12	18	7.5	-24.8	-176.6
	1964	7	5	7.5	-15.5	166.5
Tsu	1967	12	21	7.5	-21.7	-69.5
Tsu	1968	5	16	7.5	41.5	142.7
	1968	10	7	7.5	26.3	140.6
	1968	10	23	7.5	-3.4	143.3
	1969	1	5	7.5	-7.9	158.9
	1969	1	30	7.5	4.8	127.4
	1970	6	24	7.5	51.8	-131
	1970	8	11	7.5	-14.095	166.57
Tsu	1973	1	30	7.5	18.48	-103
	1973	7	14	7.5	35.18	86.48
	1973	10	6	7.5	-60.82	-21.55
	1977	3	4	7.5	45.777	26.703
	1977	4	20	7.5	-9.844	160.822
	1980	7	8	7.5	-12.41	166.381
	1981	12	19	7.5	39.243	25.227
	1982	8	5	7.5	-12.597	165.931
	1990	12	30	7.5	-5.097	150.967
Tsu	1992	5	17	7.5	7.191	126.762
Tsu	1993	6	8	7.5	51.218	157.829
	1997	11	8	7.5	35.069	87.325
Tsu	1998	5	3	7.5	22.306	125.308
Tsu	1999	11	26	7.5	-16.423	168.214
	2001	1	1	7.5	6.898	126.579
	2001	10	19	7.5	-4.102	123.907
Tsu	2002	3	5	7.5	6.033	124.249
Tsu	2004	11	11	7.5	-8.152	124.868
	2005	9	26	7.5	-5.678	-76.398
	2007	1	21	7.5	1.065	126.282
	2007	8	8	7.5	-5.968	107.655
	2007	9	28	7.5	22.013	142.668
Tsu	2009	8	10	7.5	14.099	92.888
Tsu	2009	9	30	7.5	-0.72	99.867
Tsu	2011	3	9	7.5	38.435	142.842
Tsu	2013	1	5	7.5	55.393	-134.652
Tsu	2014	4	19	7.5	-6.72	154.931
Tsu	2015	3	29	7.5	-4.76	152.556
Tsu	2015	5	5	7.5	-5.465	151.886
	2015	10	26	7.5	36.441	70.717
	1802	10	26	7.4	45.7	26.6
	1944	2	1	7.4	41.4	32.7
	1949	7	10	7.4	39.2	70.8
	1970	3	28	7.4	39.2	29.5
Tsu	1972	12	4	7.4	33.3	140.7
	1975	2	4	7.4	40.64	122.58
	1907	10	21	7.4	38.5	67.9
Tsu	1953	12	12	7.4	-3.4	-80.6
	1966	3	7	7.4	37.35	114.92
	1976	5	29	7.4	24.531	98.71
	1976	7	28	7.4	39.664	118.401
	1977	11	23	7.4	-31.03	-67.77
Tsu	1931	9	25	7.4	-5	102.75
Tsu	1968	8	14	7.4	0.2	119.8
Tsu	2012	3	20	7.4	16.493	-98.231
	1907	4	18	7.4	13.5	123
Tsu	1919	1	1	7.4	8	126
	1922	10	11	7.4	-16	-72.5
	1932	5	14	7.4	0.5	126
Tsu	1959	2	7	7.4	-4	-81.5
Tsu	1972	12	2	7.4	6.5	126.6
Tsu	1989	11	1	7.4	39.837	142.76
Tsu	1677	11	4	7.4	35	141.5
	1678	10	2	7.4	38.6	142
Tsu	1763	1	29	7.4	40.5	143.5
Tsu	1769	8	29	7.4	32.3	132
	1770	5	27	7.4	38.6	142
Tsu	1771	4	24	7.4	24	124.3
	1772	6	3	7.4	39.3	142.7
Tsu	1833	12	7	7.4	38.9	139.15
	1847	5	8	7.4	37	138
Tsu	1861	10	20	7.4	38.5	142
Tsu	1872	3	14	7.4	34.9	132
Tsu	1897	2	19	7.4	38.1	141.9
	1900	1	20	7.4	20	-105
Tsu	1907	12	15	7.4	-3.1	142.5
	1910	2	12	7.4	33	138.5
	1911	2	18	7.4	38.2	72.8
	1929	5	1	7.4	37.8	57.6
	1931	8	27	7.4	29.8	67.3
Tsu	1939	4	18	7.4	-27	-70.5
	1940	7	14	7.4	52	178.2
Tsu	1941	1	13	7.4	-4.175	152.071
Tsu	1941	11	18	7.4	32	132.1
	1943	9	10	7.4	35.3	133.9
Tsu	1953	4	23	7.4	-4.449	152.868
Tsu	1953	11	25	7.4	34	141.7
	1953	12	7	7.4	-22.1	-68.7
	1954	3	21	7.4	24.5	95.3
Tsu	1960	11	1	7.4	-38.5	-75.1
	1962	7	26	7.4	7.5	-82
	1964	7	6	7.4	18.3	-100.4
Tsu	1969	2	23	7.4	-3.1	118.9
	1969	7	18	7.4	38.2	119.4
Tsu	1978	7	23	7.4	22.282	121.512
	1992	10	18	7.4	7.075	-76.862
Tsu	1995	4	7	7.4	-15.199	-173.529
Tsu	1995	9	14	7.4	16.779	-98.597
	2002	3	3	7.4	36.502	70.482
Tsu	2004	9	5	7.4	33.184	137.071
Tsu	2007	9	30	7.4	-49.418	163.954
Tsu	2007	11	29	7.4	14.944	-61.274
	2008	2	20	7.4	2.768	95.964
Tsu	2009	1	15	7.4	46.857	155.154
Tsu	2010	12	21	7.4	26.901	143.698
Tsu	2011	10	21	7.4	-28.993	-176.238
Tsu	2014	4	13	7.4	-11.451	162.069
Tsu	2016	8	19	7.4	-55.279	-31.874
Tsu	-373			7.3	38.25	22.25
Tsu	1881	4	3	7.3	38.25	26.25
	1946	11	10	7.3	-8.5	-77.5
	1038	1	9	7.3	38.4	112.9
	1536	3	19	7.3	28.1	102.1
	1561	7	25	7.3	37.5	106.2
	1609	7	12	7.3	39.2	99
	1664	5	12	7.3	-14.1	-75.8
	1769	10	24	7.3	51.8	105.5
	1870	4	11	7.3	30	99
Tsu	1871	10	5	7.3	-20.2	-70.2
	1872	4	3	7.3	36.2	36.2
	1875	5	3	7.3	38.1	30.2
	1883	10	15	7.3	38.3	26.2
	1887	6	8	7.3	43.1	76.8
Tsu	1902	8	21	7.3	7.5	123.5
	1915	7	31	7.3	53.5	163.3
Tsu	1918	2	13	7.3	23.5	117.2
	1923	3	24	7.3	31.5	101
	1927	7	1	7.3	36.75	22.75
	1928	5	14	7.3	-5	-78
Tsu	1936	11	13	7.3	55.2	164
	1940	11	10	7.3	45.8	26.8
	1942	12	20	7.3	40.9	36.5
	1947	11	1	7.3	-10.5	-75
	1948	5	25	7.3	29.5	100.5
	1948	10	5	7.3	37.95	58.32
Tsu	1954	2	11	7.3	39	101.3
	1967	7	22	7.3	40.7	30.8
	1968	8	31	7.3	34	59
Tsu	1969	11	22	7.3	57.7	163.6
	1976	11	24	7.3	39.12	44.03
	1988	11	6	7.3	22.789	99.611
	2003	9	27	7.3	50.038	87.813
Tsu	447	1	26	7.3	40.9	28.5
Tsu	740	10	26	7.3	40.7	29.3
	1888	8	31	7.3	-34.5	172.7
Tsu	1918	10	11	7.3	18.5	-67.5
Tsu	1924	8	30	7.3	8.5	126.5
Tsu	1925	11	13	7.3	13	125
Tsu	1930	5	5	7.3	17.3	96.5
	1949	2	23	7.3	42	84
	1956	1	16	7.3	-0.5	-80.5
	1958	1	15	7.3	-16.5	-72
	1976	5	29	7.3	24.57	98.953
	1983	10	28	7.3	43.974	-113.916
	1847	10	8	7.3	-31.61	-71.18
	1917	8	31	7.3	4	-74
Tsu	1927	11	4	7.3	34.813	-120.774
Tsu	1936	8	23	7.3	6.1	94.7
Tsu	1970	10	31	7.3	-4.907	145.471
	1976	11	30	7.3	-20.52	-68.92
Tsu	1928	12	19	7.3	7	124
	1965	3	14	7.3	36.3	70.7
	1977	3	18	7.3	16.77	122.33
Tsu	1983	10	4	7.3	-26.535	-70.563
	1999	12	11	7.3	15.766	119.74
Tsu	2014	10	14	7.3	12.526	-88.123
Tsu	1929	11	18	7.3	44.69	-56
Tsu	1970	4	7	7.3	15.78	121.71
Tsu	1987	3	5	7.3	-24.388	-70.161
	-2150			7.3	31.1	35.5
	1687	11	22	7.3	-1.3	-78.6
Tsu	1782	8	22	7.3	35.1	139.7
Tsu	1787	4	3	7.3	15.5	-97
Tsu	1804	7	10	7.3	39.05	139.95
Tsu	1837	9	29	7.3	5.5	96
Tsu	1839	5	1	7.3	42.5	145
Tsu	1843	1	5	7.3	1.5	98
Tsu	1846	1	25	7.3	2	126.5
	1852	7	24	7.3	39.9	41.3
Tsu	1858	12	13	7.3	1	126
Tsu	1859	7	29	7.3	0.009	125.5
Tsu	1885	4	30	7.3	-2.5	127.5
Tsu	1895	3	6	7.3	-8.4	150.1
Tsu	1907	3	29	7.3	3	122
	1909	4	14	7.3	25	121.5
	1909	11	21	7.3	24.4	121.8
	1910	12	13	7.3	-8	31
Tsu	1911	9	15	7.3	-20	-72
	1916	9	11	7.3	-9	113
	1924	7	3	7.3	36.8	83.8
Tsu	1927	3	7	7.3	35.6	135.1
	1930	12	3	7.3	18.2	96.4
Tsu	1936	7	13	7.3	-24.5	-70
Tsu	1940	10	4	7.3	-22	-71
Tsu	1946	6	23	7.3	49.87	-124.92
	1947	5	6	7.3	-6.5	148.5
	1948	6	28	7.3	36.5	136
Tsu	1949	4	20	7.3	-38	-73.5
Tsu	1950	11	8	7.3	-10	159.5
Tsu	1951	10	22	7.3	23.8	121.7
Tsu	1955	5	17	7.3	6.5	94
Tsu	1955	10	10	7.3	-5	152.5
	1956	1	24	7.3	12.2	-86.7
Tsu	1957	6	22	7.3	-1.5	137
Tsu	1959	8	17	7.3	-7.5	156
Tsu	1961	2	26	7.3	31.6	131.8
Tsu	1961	7	23	7.3	-18.421	168.411
	1961	8	19	7.3	36	136.7
	1962	2	14	7.3	-37.8	-72.5
Tsu	1963	2	13	7.3	24.5	122.1
	1965	3	28	7.3	-32.4	-71.2
Tsu	1965	8	13	7.3	-15.9	166.8
Tsu	1968	1	29	7.3	43.586	146.701
Tsu	1968	7	25	7.3	-30.8	-178.4
Tsu	1968	8	1	7.3	16.5	122.2
Tsu	1971	8	2	7.3	41.4	143.5
	1974	7	13	7.3	7.75	-77.69
Tsu	1981	10	25	7.3	18.048	-102.084
	1983	4	3	7.3	8.717	-83.123
Tsu	1987	10	6	7.3	-17.94	-172.225
Tsu	1994	10	9	7.3	43.905	147.916
Tsu	1996	6	10	7.3	51.478	-176.847
	2002	11	2	7.3	2.824	96.085
Tsu	2003	1	20	7.3	-10.491	160.77
	2004	2	7	7.3	-4.003	135.023
Tsu	2008	4	9	7.3	-20.071	168.892
Tsu	2008	11	16	7.3	1.271	122.091
Tsu	2009	1	3	7.3	-0.691	133.305
Tsu	2009	5	28	7.3	16.72	-86.236
Tsu	2010	12	25	7.3	-19.702	167.947
Tsu	2011	6	24	7.3	52.05	-171.836
Tsu	2012	8	27	7.3	12.139	-88.59
Tsu	2012	11	7	7.3	13.988	-91.895
	2015	5	12	7.3	27.837	86.077
	1932	12	20	7.2	38.7	-117.8
Tsu	1667	4	6	7.2	42.6	18.1
Tsu	-227			7.2	36.3	28.3
Tsu	1636	9	30	7.2	38.1	20.3
Tsu	1851	5	26	7.2	-27.35	-70.35
Tsu	1890	7	11	7.2	36.6	54.6
Tsu	1901	3	31	7.2	43.4	28.5
Tsu	1923	4	13	7.2	56.5	162.5
Tsu	1929	6	13	7.2	8.5	127
	1936	6	30	7.2	55	165
	1940	5	19	7.2	32.733	-115.5
Tsu	1953	8	12	7.2	38.3	20.8
Tsu	1968	2	19	7.2	39.368	24.957
Tsu	1972	2	29	7.2	33.3	140.8
	1997	5	10	7.2	33.825	59.809
Tsu	120			7.2	40.77	29.92
Tsu	478	9	25	7.2	40.8	29.2
	743			7.2	35.3	52.2
	1916	4	24	7.2	18.5	-68
	1937	9	27	7.2	-9.4	110.2
	1962	9	1	7.2	35.63	49.87
	1999	11	12	7.2	40.758	31.161
Tsu	1923	1	22	7.2	40.8	-124.5
Tsu	1949	12	29	7.2	17	121.63
Tsu	1973	2	28	7.2	50.5	156.6
	1973	12	29	7.2	-15.12	166.9
Tsu	1995	11	22	7.2	28.826	34.799
Tsu	1923	3	2	7.2	6.5	124
	1937	11	14	7.2	36.5	70.5
	1980	11	8	7.2	41.117	-124.253
	1983	12	30	7.2	36.372	70.738
Tsu	1985	7	3	7.2	-4.439	152.828
	1999	10	16	7.2	34.594	-116.271
Tsu	2010	8	10	7.2	-17.541	168.069
Tsu	1969	12	25	7.2	15.8	-59.7
	1972	4	25	7.2	13.4	120.3
Tsu	1988	8	6	7.2	25.149	95.127
Tsu	1977	6	22	7.2	-22.878	-175.9
Tsu	2005	6	15	7.2	41.301	-125.97
Tsu	1494	7	1	7.2	35.5	25.5
Tsu	1602	2	8	7.2	35.1	140.5
Tsu	1854	8	4	7.2	8.5	-83
Tsu	1854	8	6	7.2	8.5	-83
Tsu	1898	4	22	7.2	38.6	142
Tsu	1904	12	20	7.2	9.2	-82.8
Tsu	1906	10	2	7.2	-4	149
	1909	10	20	7.2	30	68
Tsu	1910	11	10	7.2	-14	166.5
Tsu	1914	2	26	7.2	-17	-72
	1914	3	15	7.2	39.2	139.8
Tsu	1922	1	6	7.2	-16.5	-73
Tsu	1923	11	2	7.2	-4.5	151.5
Tsu	1923	11	4	7.2	-5	152
	1936	8	22	7.2	22.3	120.8
	1943	10	23	7.2	21.5	93.5
	1944	3	9	7.2	44	84
Tsu	1953	5	31	7.2	19.8	-70.7
	1957	2	23	7.2	23.9	121.6
	1959	10	27	7.2	45.89	151.11
Tsu	1962	4	12	7.2	38.073	142.741
Tsu	1962	5	19	7.2	17.2	-99.5
	1963	3	24	7.2	34.4	47.9
Tsu	1965	6	11	7.2	44.7	148.7
Tsu	1966	12	31	7.2	-12.334	166.684
Tsu	1968	6	12	7.2	39.4	143.1
Tsu	1977	10	10	7.2	-25.856	-175.406
Tsu	1983	1	17	7.2	38.026	20.228
	1987	3	6	7.2	0.083	-77.785
Tsu	1987	11	17	7.2	58.586	-143.27
Tsu	1991	10	14	7.2	-9.094	158.442
	1993	9	10	7.2	14.717	-92.645
Tsu	1995	4	21	7.2	12.059	125.58
	1996	4	29	7.2	-6.518	154.999
	1997	1	11	7.2	18.219	-102.756
	1998	8	4	7.2	-0.593	-80.393
Tsu	2002	1	2	7.2	-17.6	167.856
Tsu	2003	8	21	7.2	-45.104	167.144
Tsu	2004	9	5	7.2	33.07	136.618
	2004	11	15	7.2	4.695	-77.508
	2005	7	24	7.2	7.92	92.19
Tsu	2005	8	16	7.2	38.276	142.039
	2007	8	1	7.2	-15.595	167.68
Tsu	2007	9	2	7.2	-11.61	165.762
	2008	3	20	7.2	35.49	81.467
Tsu	2009	2	11	7.2	3.884	126.397
	2010	4	4	7.2	32.297	-115.278
	2010	5	9	7.2	3.748	96.018
	2011	1	18	7.2	28.777	63.951
	2012	3	25	7.2	-35.2	-72.217
Tsu	2012	12	7	7.2	37.89	143.949
Tsu	2013	4	19	7.2	46.221	150.788
	2014	4	18	7.2	17.552	-100.816
	2015	12	7	7.2	38.258	72.767
Tsu	2016	8	12	7.2	-22.495	173.111
Tsu	1905	9	8	7.1	38.67	16.07
	-2000			7.1	38	58.2
Tsu	-426	6		7.1	38.9	22.7
	10			7.1	38	58.3
	528	11	29	7.1	36.25	36.1
	953	8	20	7.1	38	58.3
	1175			7.1	37.5	65.5
Tsu	1481	5	3	7.1	36	28
Tsu	1867	9	20	7.1	36.4	22.2
	1934	12	31	7.1	31.8	-115.5
Tsu	1948	2	9	7.1	35.5	27
	1948	5	11	7.1	-17.4	-71
	1957	4	25	7.1	36.4	28.7
	1965	3	31	7.1	38.6	22.4
Tsu	551	7	7	7.1	38.4	22.3
	1930	7	2	7.1	25.5	90
	1957	5	26	7.1	40.7	30.9
Tsu	1971	9	5	7.1	46.5	141.2
Tsu	1995	5	27	7.1	52.629	142.827
	1851	4	2	7.1	-33.32	-71.42
Tsu	1973	6	24	7.1	43.3	146.4
	1976	10	29	7.1	-4.517	139.918
	1978	3	24	7.1	42.839	78.606
	1985	5	10	7.1	-5.599	151.045
	1985	11	17	7.1	-1.639	134.911
Tsu	1992	4	25	7.1	40.368	-124.316
	2004	11	26	7.1	-3.609	135.404
Tsu	1927	10	24	7.1	57.69	-136.07
	1971	10	27	7.1	-15.5	167.2
Tsu	1982	1	11	7.1	13.752	124.358
	1986	6	24	7.1	-4.448	143.943
	2002	4	26	7.1	13.088	144.619
Tsu	1955	4	19	7.1	-30	-72
	1971	2	4	7.1	0.6	98.8
Tsu	1971	5	2	7.1	51.4	-177.2
Tsu	1974	2	1	7.1	-7.4	155.6
Tsu	1974	8	18	7.1	-38.5	-73.4
	1990	6	14	7.1	11.76	121.899
Tsu	2016	9	1	7.1	-37.401	179.055
Tsu	1956	1	8	7.1	-19	-70
Tsu	1972	8	17	7.1	-6	152.9
Tsu	1947	3	25	7.1	-38.85	178.87
Tsu	1293	5	27	7.1	35.2	139.4
Tsu	1433	11	7	7.1	34.9	139.5
Tsu	1495	9	12	7.1	35.1	139.5
